Date,Close
2/16/2017,141.54
2/17/2017,143
2/21/2017,145.02
2/22/2017,145.25
2/23/2017,144.71
2/24/2017,145.95
2/27/2017,145.3
2/28/2017,144.91
3/1/2017,146.68
3/2/2017,147.95
3/3/2017,147.81
3/6/2017,147.13
3/7/2017,146.02
3/8/2017,146.92
3/9/2017,146.62
3/10/2017,146.85
3/13/2017,147.43
3/14/2017,147.16
3/15/2017,147.95
3/16/2017,148.73
3/17/2017,149.6
3/20/2017,147.8
3/21/2017,146.61
3/22/2017,147.36
3/23/2017,147.99
3/24/2017,147.71
3/27/2017,146.87
3/28/2017,147.2
3/29/2017,147.04
3/30/2017,146.95
3/31/2017,146.83
4/3/2017,146.62
4/4/2017,146.34
4/5/2017,146.64
4/6/2017,147.24
4/7/2017,147.13
4/10/2017,148.21
4/11/2017,148.2
4/12/2017,146.54
4/13/2017,145.91
4/17/2017,147.31
4/18/2017,147.76
4/19/2017,147.22
4/20/2017,148.72
4/21/2017,150
4/24/2017,151.89
4/25/2017,153.03
4/26/2017,154.22
4/27/2017,156.12
4/28/2017,156.1
5/1/2017,154.21
5/2/2017,154.95
5/3/2017,155
5/4/2017,154.86
5/5/2017,155.73
5/8/2017,156.89
5/9/2017,157.68
5/10/2017,158.13
5/11/2017,156.2
5/12/2017,156.92
5/15/2017,157.33
5/16/2017,158.26
5/17/2017,156.09
5/18/2017,155.7
5/19/2017,156.3
5/22/2017,155.96
5/23/2017,154.83
5/24/2017,155
5/25/2017,156.46
5/26/2017,154.9
5/30/2017,153.88
5/31/2017,153.51
6/1/2017,155.15
6/2/2017,155.35
6/5/2017,154.79
6/6/2017,154.2
6/7/2017,154.96
6/8/2017,153.5
6/9/2017,152.96
6/12/2017,152.18
6/13/2017,153.99
6/14/2017,156.76
6/15/2017,156.77
6/16/2017,156.64
6/19/2017,158.81
6/20/2017,157.67
6/21/2017,156.59
6/22/2017,155.48
6/23/2017,151.31
6/26/2017,151.42
6/27/2017,152.24
6/28/2017,153.23
6/29/2017,152.16
6/30/2017,153.4
7/3/2017,154.01
7/5/2017,152.69
7/6/2017,152.05
7/7/2017,152.23
7/10/2017,151.18
7/11/2017,150.6
7/12/2017,152.59
7/13/2017,153.29
7/14/2017,152.88
7/17/2017,153.89
7/18/2017,152.17
7/19/2017,153.3
7/20/2017,147.03
7/21/2017,146.65
7/24/2017,144.58
7/25/2017,146.97
7/26/2017,146.69
7/27/2017,147.73
7/28/2017,148.08
7/31/2017,149.6
8/1/2017,149.85
8/2/2017,150.5
8/3/2017,150.79
8/4/2017,152.75
8/7/2017,153.35
8/8/2017,153.35
8/9/2017,155.26
8/10/2017,153.88
8/11/2017,154.88
8/14/2017,154.26
8/15/2017,150.17
8/16/2017,152.25
8/17/2017,149.67
8/18/2017,147.49
8/21/2017,149.2
8/22/2017,149.91
8/23/2017,149.1
8/24/2017,148.25
8/25/2017,149.65
8/28/2017,151.39
8/29/2017,149.84
8/30/2017,150
8/31/2017,149.87
9/1/2017,150.78
9/5/2017,152.93
9/6/2017,156.56
9/7/2017,157.93
9/8/2017,159.66
9/11/2017,158.37
9/12/2017,159.91
9/13/2017,160.02
9/14/2017,159.38
9/15/2017,158.4
9/18/2017,157.81
9/19/2017,157.66
9/20/2017,158.68
9/21/2017,159.19
9/22/2017,159.97
9/25/2017,161.1
9/26/2017,161.26
9/27/2017,160.92
9/28/2017,162.36
9/29/2017,163.56
10/2/2017,164.02
10/3/2017,165.17
10/4/2017,165.29
10/5/2017,166.12
10/6/2017,165.85
10/9/2017,165.71
10/10/2017,165.16
